Platform,Manufactur,Year,Publisher,NA,EU,JP,Other,Global,Developer
X360,Microsoft,2011,D3Publisher,0.12,0.0,0.0,0.01,0.13,High Voltage Software
XB,Microsoft,2003,LucasArts,0.1,0.03,0.0,0.0,0.13,Other
XB,Microsoft,2004,Mud Duck Productions,0.1,0.03,0.0,0.0,0.13,Virtual Toys
XB,Microsoft,2005,THQ,0.1,0.03,0.0,0.0,0.13,GlyphX Games
PS,Sony,1999,Ubisoft,0.07,0.05,0.0,0.01,0.13,ACOT
PS2,Sony,2006,Take-Two Interactive,0.06,0.05,0.0,0.02,0.13,Other
PS2,Sony,2002,Tecmo Koei,0.0,0.0,0.13,0.0,0.13,Other
GBA,Nintendo,2002,Enterbrain,0.0,0.0,0.12,0.0,0.13,Other
PS3,Sony,2010,Deep Silver,0.0,0.1,0.0,0.03,0.13,Other
GC,Nintendo,2002,Infogrames,0.1,0.03,0.0,0.0,0.13,Other
GBA,Nintendo,2001,"Destination Software, Inc",0.09,0.03,0.0,0.0,0.13,Rebellion
XB,Microsoft,2004,Codemasters,0.09,0.03,0.0,0.0,0.13,Other
PS2,Sony,2008,Activision,0.06,0.05,0.0,0.02,0.13,Torus Games
PS2,Sony,2005,XS Games,0.06,0.05,0.0,0.02,0.13,Axis Entertainment
PS3,Sony,2013,Sega,0.0,0.0,0.13,0.0,0.13,Other
PS,Sony,1995,U.S. Gold,0.07,0.05,0.0,0.01,0.13,Other
WiiU,Nintendo,2012,Take-Two Interactive,0.07,0.04,0.0,0.01,0.13,Visual Concepts
PS,Sony,1996,Virgin Interactive,0.07,0.05,0.0,0.01,0.13,Other
Wii,Nintendo,2008,Sega,0.0,0.0,0.13,0.0,0.13,Other
DS,Nintendo,2007,Funsta,0.1,0.01,0.0,0.01,0.13,Hot Lava Games
GBA,Nintendo,2002,Activision,0.09,0.03,0.0,0.0,0.13,HotGen
Wii,Nintendo,2011,Activision,0.12,0.0,0.0,0.01,0.13,Activision
PS,Sony,2001,3DO,0.07,0.05,0.0,0.01,0.13,Other
X360,Microsoft,2011,505 Games,0.1,0.01,0.0,0.01,0.13,"Majesco Games, Majesco"
PS2,Sony,2002,Electronic Arts,0.06,0.05,0.0,0.02,0.13,Attention To Detail
PSP,Sony,2011,Atlus,0.07,0.0,0.04,0.01,0.13,Other
GC,Nintendo,2002,Activision,0.1,0.03,0.0,0.0,0.13,Exakt
X360,Microsoft,2006,Tecmo Koei,0.11,0.01,0.0,0.01,0.13,Omega Force
X360,Microsoft,2013,Electronic Arts,0.09,0.03,0.0,0.01,0.13,Other
WiiU,Nintendo,2012,Activision,0.11,0.0,0.0,0.01,0.13,Other
PSP,Sony,2013,Sega,0.0,0.0,0.13,0.0,0.13,Other
SAT,Sega,1997,NEC Interchannel,0.0,0.0,0.13,0.0,0.13,Other
3DS,Nintendo,2014,Namco Bandai Games,0.0,0.0,0.13,0.0,0.13,Other
PS,Sony,1998,DreamWorks Interactive,0.07,0.05,0.0,0.01,0.13,Other
XB,Microsoft,2002,Acclaim Entertainment,0.09,0.03,0.0,0.0,0.13,Criterion Games
PS2,Sony,2007,Rising Star Games,0.05,0.04,0.02,0.01,0.13,Sting
PS3,Sony,2011,Black Bean Games,0.01,0.09,0.0,0.03,0.13,Other
X360,Microsoft,2009,Activision,0.12,0.0,0.0,0.01,0.13,Activision
PSV,Sony,2013,Namco Bandai Games,0.0,0.0,0.13,0.0,0.13,Other
3DS,Nintendo,2013,Level 5,0.0,0.0,0.13,0.0,0.13,Other
DS,Nintendo,2011,Activision,0.08,0.03,0.0,0.01,0.13,Virtuos
X360,Microsoft,2007,Midway Games,0.1,0.01,0.0,0.01,0.13,Nfusion
Wii,Nintendo,2007,Destineer,0.12,0.0,0.0,0.01,0.13,Torus Games
XB,Microsoft,2006,Midway Games,0.09,0.03,0.0,0.0,0.13,Midway
Wii,Nintendo,2009,Mastiff,0.12,0.0,0.0,0.01,0.13,eV Interactive
XB,Microsoft,2005,Vivendi Games,0.09,0.03,0.0,0.0,0.13,Radical Entertainment
GC,Nintendo,2003,Electronic Arts,0.1,0.03,0.0,0.0,0.13,Io Interactive
PSP,Sony,2006,Konami Digital Entertainment,0.09,0.02,0.0,0.02,0.13,Other
PS3,Sony,2016,Take-Two Interactive,0.06,0.04,0.0,0.02,0.13,2K Games
GC,Nintendo,2006,Capcom,0.1,0.03,0.0,0.0,0.13,Capcom
DS,Nintendo,2008,Majesco Entertainment,0.12,0.0,0.0,0.01,0.13,Kokolo Corporation
SAT,Sega,1995,Konami Digital Entertainment,0.0,0.0,0.13,0.0,0.13,Other
PSP,Sony,2010,Capcom,0.0,0.0,0.13,0.0,0.13,Other
XB,Microsoft,2002,Microsoft Game Studios,0.09,0.03,0.0,0.0,0.13,Curly Monsters
X360,Microsoft,2010,Slitherine Software,0.08,0.04,0.0,0.01,0.13,Other
PS2,Sony,2004,Sony Computer Entertainment,0.06,0.05,0.0,0.02,0.13,Namco
Wii,Nintendo,2008,Ubisoft,0.11,0.0,0.0,0.01,0.13,Gearbox Software
XB,Microsoft,2002,Acclaim Entertainment,0.09,0.03,0.0,0.0,0.13,Acclaim
DS,Nintendo,2010,Konami Digital Entertainment,0.0,0.0,0.13,0.0,0.13,Other
XB,Microsoft,2003,LucasArts,0.09,0.03,0.0,0.0,0.13,Planet Moon Studios
PSP,Sony,2011,Sega,0.0,0.09,0.0,0.04,0.13,Other
PC,Microsoft,2015,Slightly Mad Studios,0.0,0.12,0.0,0.01,0.13,Slightly Mad Studios
DS,Nintendo,2009,Ubisoft,0.12,0.0,0.0,0.01,0.13,Ubisoft
PS,Sony,2002,Konami Digital Entertainment,0.0,0.0,0.12,0.01,0.13,Other
PS,Sony,1997,Gremlin Interactive Ltd,0.07,0.05,0.0,0.01,0.13,Other
GBA,Nintendo,2003,THQ,0.09,0.03,0.0,0.0,0.12,Tantalus Interactive
PS3,Sony,2006,Capcom,0.0,0.0,0.12,0.0,0.12,Other
SAT,Sega,1997,Sega,0.0,0.0,0.12,0.0,0.12,Other
PSP,Sony,2012,Namco Bandai Games,0.0,0.0,0.12,0.0,0.12,Other
PS,Sony,2000,Infogrames,0.07,0.05,0.0,0.01,0.12,Other
DS,Nintendo,2008,Square Enix,0.1,0.02,0.0,0.01,0.12,Taito Corporation
DS,Nintendo,2008,THQ,0.11,0.01,0.0,0.01,0.12,Other
XOne,Microsoft,2015,Activision,0.09,0.03,0.0,0.01,0.12,High Moon Studios
GBA,Nintendo,2001,THQ,0.09,0.03,0.0,0.0,0.12,3d6 Games
SAT,Sega,1998,Sega,0.0,0.0,0.12,0.0,0.12,Other
PC,Microsoft,2010,Square Enix,0.0,0.1,0.0,0.02,0.12,Avalanche Studios
3DS,Nintendo,2012,Sega,0.07,0.04,0.0,0.01,0.12,Zoe Mode
PSV,Sony,2016,Warner Bros. Interactive Entertainment,0.02,0.07,0.0,0.03,0.12,TT Games
SAT,Sega,1995,Atlus,0.0,0.0,0.12,0.0,0.12,Other
PS3,Sony,2012,Konami Digital Entertainment,0.06,0.04,0.01,0.02,0.12,Rebellion
DC,Sega,2001,Capcom,0.0,0.0,0.12,0.0,0.12,Other
PS,Sony,1996,Vic Tokai,0.07,0.05,0.0,0.01,0.12,Other
GC,Nintendo,2004,Capcom,0.1,0.02,0.0,0.0,0.12,Capcom
X360,Microsoft,2008,Activision,0.11,0.01,0.0,0.01,0.12,Other
Wii,Nintendo,2011,THQ,0.1,0.01,0.0,0.01,0.12,Curious Pictures
DS,Nintendo,2007,Electronic Arts,0.11,0.01,0.0,0.01,0.12,Exient Entertainment
XOne,Microsoft,2016,Codemasters,0.04,0.08,0.0,0.01,0.12,Codemasters
PS3,Sony,2006,Take-Two Interactive,0.11,0.0,0.0,0.01,0.12,Kush Games
Wii,Nintendo,2009,Majesco Entertainment,0.12,0.0,0.0,0.01,0.12,N-Fusion Interactive Entertainment Corp.
PS2,Sony,2003,Sega,0.06,0.05,0.0,0.02,0.12,Team 17
PSP,Sony,2010,PQube,0.05,0.01,0.05,0.01,0.12,Acquire
PS,Sony,1997,Human Entertainment,0.0,0.0,0.12,0.01,0.12,Other
PC,Microsoft,2012,Square Enix ,0.06,0.05,0.0,0.01,0.12,United Front Games
PSV,Sony,2012,Namco Bandai Games,0.0,0.0,0.12,0.0,0.12,Other
PSP,Sony,2007,Eidos Interactive,0.11,0.0,0.0,0.01,0.12,Other
DS,Nintendo,2007,System 3 Arcade Software,0.11,0.0,0.0,0.01,0.12,System 3
DS,Nintendo,2006,Konami Digital Entertainment,0.0,0.0,0.12,0.0,0.12,Other
PS,Sony,1998,Midas Interactive Entertainment,0.07,0.05,0.0,0.01,0.12,Psikyo
DS,Nintendo,2006,MTO,0.0,0.0,0.12,0.0,0.12,Other
SAT,Sega,1996,Human Entertainment,0.0,0.0,0.12,0.0,0.12,Other
GBA,Nintendo,2002,Electronic Arts,0.09,0.03,0.0,0.0,0.12,Tiertex Design Studios
PS2,Sony,2002,TDK Mediactive,0.06,0.05,0.0,0.02,0.12,Digital Illusions
PSP,Sony,2006,Namco Bandai Games,0.0,0.0,0.12,0.0,0.12,Other
XOne,Microsoft,2016,Codemasters,0.03,0.08,0.0,0.01,0.12,Other
X360,Microsoft,2009,D3Publisher,0.1,0.01,0.0,0.01,0.12,Vicious Cycle
X360,Microsoft,2009,Konami Digital Entertainment,0.12,0.0,0.0,0.01,0.12,Blitz Games Studios
PS,Sony,1999,Human Entertainment,0.0,0.0,0.12,0.01,0.12,Other
GC,Nintendo,2004,Electronic Arts,0.1,0.02,0.0,0.0,0.12,Other
X360,Microsoft,2009,THQ,0.12,0.0,0.0,0.01,0.12,ImaginEngine
PS2,Sony,2008,D3Publisher,0.0,0.0,0.12,0.0,0.12,Other
PS2,Sony,2001,Sammy Corporation,0.06,0.05,0.0,0.02,0.12,Arc System Works
Wii,Nintendo,2008,Playlogic Game Factory,0.11,0.0,0.0,0.01,0.12,Hydravision
PSV,Sony,2013,Namco Bandai Games,0.0,0.0,0.12,0.0,0.12,Other
3DS,Nintendo,2014,Namco Bandai Games,0.0,0.0,0.12,0.0,0.12,Other
GBA,Nintendo,2002,Electronic Arts,0.09,0.03,0.0,0.0,0.12,BudCat
DS,Nintendo,2010,Namco Bandai Games,0.0,0.0,0.12,0.0,0.12,Other
3DS,Nintendo,2016,Atlus,0.0,0.0,0.12,0.0,0.12,Other
PS2,Sony,2002,Ubisoft,0.06,0.05,0.0,0.02,0.12,Ubisoft
Wii,Nintendo,2008,Majesco Entertainment,0.1,0.02,0.0,0.01,0.12,Super X Studios
PS,Sony,1998,From Software,0.03,0.02,0.07,0.01,0.12,Other
PS2,Sony,2006,505 Games,0.0,0.0,0.12,0.0,0.12,Other
PS,Sony,2000,Psygnosis,0.07,0.05,0.0,0.01,0.12,Other
PS,Sony,1997,Acclaim Entertainment,0.07,0.05,0.0,0.01,0.12,Other
DS,Nintendo,2008,Atari,0.11,0.0,0.0,0.01,0.12,Humongous Entertainment
WiiU,Nintendo,2012,Activision,0.06,0.05,0.0,0.01,0.12,Other
3DS,Nintendo,2013,Screenlife,0.09,0.0,0.03,0.01,0.12,Spike
NG,Other,1994,SNK,0.0,0.0,0.12,0.0,0.12,Other
DS,Nintendo,2008,Tecmo Koei,0.0,0.0,0.12,0.0,0.12,Other
DS,Nintendo,2011,Namco Bandai Games,0.0,0.0,0.12,0.0,0.12,Other
PS2,Sony,2008,Ignition Entertainment,0.04,0.03,0.03,0.01,0.12,Other
Wii,Nintendo,2010,Graffiti,0.12,0.0,0.0,0.01,0.12,Graffiti Entertainment
PS2,Sony,2007,D3Publisher,0.06,0.05,0.0,0.02,0.12,Infinite Interactive
PSP,Sony,2008,Ubisoft,0.11,0.0,0.0,0.01,0.12,Ubisoft
PS,Sony,1998,Activision,0.07,0.05,0.0,0.01,0.12,Other
PS2,Sony,2003,Namco Bandai Games,0.06,0.05,0.0,0.02,0.12,Other
3DS,Nintendo,2016,Warner Bros. Interactive Entertainment,0.04,0.07,0.01,0.01,0.12,TT Games
PS2,Sony,2005,Tecmo Koei,0.06,0.05,0.0,0.02,0.12,Nippon Ichi Software
XB,Microsoft,2004,Activision,0.09,0.03,0.0,0.0,0.12,Activision
PSV,Sony,2016,Namco Bandai Games,0.0,0.0,0.12,0.0,0.12,Other
PSP,Sony,2006,Sony Computer Entertainment,0.11,0.0,0.0,0.01,0.12,SCEA
GC,Nintendo,2006,Midway Games,0.09,0.02,0.0,0.0,0.12,Artificial Mind and Movement
DS,Nintendo,2008,Zoo Digital Publishing,0.11,0.0,0.0,0.01,0.12,Other
PS,Sony,1998,Virgin Interactive,0.07,0.05,0.0,0.01,0.12,Metro
X360,Microsoft,2009,Activision,0.09,0.02,0.0,0.01,0.12,Activision
PS3,Sony,2008,Sony Computer Entertainment,0.0,0.1,0.0,0.03,0.12,Other
Wii,Nintendo,2007,Bethesda Softworks,0.11,0.01,0.0,0.01,0.12,4J Studios
PS3,Sony,2011,Ubisoft,0.0,0.1,0.0,0.02,0.12,Other
DS,Nintendo,2008,Take-Two Interactive,0.11,0.0,0.0,0.01,0.12,Deep Fried Entertainment
DS,Nintendo,2006,Nintendo,0.0,0.0,0.12,0.0,0.12,Other
PSP,Sony,2012,Namco Bandai Games,0.0,0.0,0.12,0.0,0.12,Other
PS,Sony,1997,Psygnosis,0.07,0.05,0.0,0.01,0.12,Other
DS,Nintendo,2005,Electronic Arts,0.11,0.0,0.0,0.01,0.12,Exient Entertainment
Wii,Nintendo,2011,Electronic Arts,0.07,0.04,0.0,0.01,0.12,Behaviour Interactive
DS,Nintendo,2005,D3Publisher,0.11,0.0,0.0,0.01,0.12,Warashi
PSP,Sony,2007,Namco Bandai Games,0.0,0.0,0.12,0.0,0.12,Other
SAT,Sega,1996,Tecmo Koei,0.0,0.0,0.12,0.0,0.12,Other
XB,Microsoft,2003,THQ,0.09,0.03,0.0,0.0,0.12,Outrage Games
PSP,Sony,2005,Sony Computer Entertainment,0.11,0.0,0.0,0.01,0.12,Other
SNES,Nintendo,1996,Hudson Soft,0.0,0.0,0.12,0.0,0.12,Other
PS2,Sony,2008,MTV Games,0.06,0.05,0.0,0.02,0.12,Harmonix Music Systems
XB,Microsoft,2003,Microsoft Game Studios,0.09,0.03,0.0,0.0,0.12,Beep Industries
PS3,Sony,2010,Disney Interactive Studios,0.1,0.01,0.0,0.01,0.12,Disney Interactive Studios
PSP,Sony,2011,Namco Bandai Games,0.0,0.0,0.12,0.0,0.12,Other
PS3,Sony,2011,Sony Computer Entertainment,0.11,0.0,0.0,0.01,0.12,SCEE
DS,Nintendo,2009,Namco Bandai Games,0.0,0.0,0.12,0.0,0.12,Other
X360,Microsoft,2011,505 Games,0.09,0.02,0.0,0.01,0.12,Zombie Studios
Wii,Nintendo,2010,Ubisoft,0.1,0.01,0.0,0.01,0.12,Next Level Games
PS2,Sony,2008,System 3 Arcade Software,0.06,0.05,0.0,0.02,0.12,Eutechnyx
DS,Nintendo,2013,Activision,0.0,0.11,0.0,0.01,0.12,Black Lantern Studios
SAT,Sega,1995,Sega,0.0,0.0,0.12,0.0,0.12,Other
XB,Microsoft,2002,BAM! Entertainment,0.09,0.03,0.0,0.0,0.12,I-Imagine
PS3,Sony,2014,Namco Bandai Games,0.0,0.0,0.12,0.0,0.12,Other
DS,Nintendo,2011,Sega,0.08,0.03,0.0,0.01,0.12,WayForward
PS2,Sony,2004,Vivendi Games,0.06,0.05,0.0,0.02,0.12,Black Ops Entertainment
PSV,Sony,2011,Namco Bandai Games,0.07,0.03,0.0,0.02,0.12,Bandai Namco Games
PSP,Sony,2010,Sony Computer Entertainment,0.11,0.0,0.0,0.01,0.12,Q-Games
DS,Nintendo,2010,Warner Bros. Interactive Entertainment,0.11,0.01,0.0,0.01,0.12,Tantatus
Wii,Nintendo,2011,D3Publisher,0.08,0.03,0.0,0.01,0.12,Monkey Bar Games
PS2,Sony,2006,Namco Bandai Games,0.06,0.05,0.0,0.02,0.12,Monkey Bar Games
X360,Microsoft,2013,Deep Silver,0.08,0.02,0.01,0.01,0.12,Grasshopper Manufacture
PS4,Sony,2015,Tru Blu Entertainment,0.01,0.09,0.0,0.02,0.12,Big Ant Studios
X360,Microsoft,2010,THQ,0.07,0.04,0.0,0.01,0.12,THQ Australia
PS2,Sony,2005,Take-Two Interactive,0.06,0.05,0.0,0.02,0.12,High Voltage Software
DS,Nintendo,2010,Rocket Company,0.0,0.0,0.12,0.0,0.12,Other
PS4,Sony,2015,Tecmo Koei,0.03,0.02,0.06,0.01,0.12,Gust
PSP,Sony,2009,Deep Silver,0.08,0.02,0.0,0.02,0.12,Stormregion
PSP,Sony,2010,Namco Bandai Games,0.0,0.0,0.12,0.0,0.12,Other
PS3,Sony,2011,Ubisoft,0.07,0.04,0.0,0.02,0.12,Ubisoft
PSP,Sony,2009,Ubisoft Annecy,0.05,0.0,0.06,0.01,0.12,Now Production
Wii,Nintendo,2008,Electronic Arts,0.11,0.0,0.0,0.01,0.12,Sanzaru Games
XB,Microsoft,2001,Electronic Arts,0.09,0.03,0.0,0.0,0.12,Pseudo Interactive
DS,Nintendo,2007,DHM Interactive,0.11,0.0,0.0,0.01,0.12,Takara Tomy
X360,Microsoft,2010,Mindscape,0.1,0.01,0.0,0.01,0.12,"Mindscape Inc., Mindscape"
GBA,Nintendo,2003,Electronic Arts,0.09,0.03,0.0,0.0,0.12,Visual Impact
PS4,Sony,2015,Namco Bandai Games,0.0,0.1,0.0,0.02,0.12,Other
PS3,Sony,2011,505 Games,0.07,0.03,0.0,0.02,0.12,Kung Fu Factory
DS,Nintendo,2007,Namco Bandai Games,0.0,0.0,0.12,0.0,0.12,Other
PS3,Sony,2010,Sony Computer Entertainment,0.0,0.07,0.03,0.02,0.12,Other
DS,Nintendo,2005,Rising Star Games,0.11,0.0,0.0,0.01,0.12,"Game Arts, Japan Art Media (JAM)"
XB,Microsoft,2004,Electronic Arts,0.09,0.03,0.0,0.0,0.12,Namco
PSP,Sony,2006,Midway Games,0.11,0.0,0.0,0.01,0.12,Midway Studios - Newcastle
GEN,Sega,1992,Sega,0.0,0.0,0.12,0.0,0.12,Other
Wii,Nintendo,2009,Crave Entertainment,0.11,0.0,0.0,0.01,0.12,Other
PS3,Sony,2010,DTP Entertainment,0.07,0.03,0.0,0.01,0.12,Deck 13
PS,Sony,2001,Infogrames,0.07,0.05,0.0,0.01,0.12,Infogrames
DS,Nintendo,2007,Game Life,0.09,0.02,0.0,0.01,0.12,Neko Entertainment
Wii,Nintendo,2007,Vivendi Games,0.11,0.0,0.0,0.01,0.12,Kuju Entertainment
PS4,Sony,2016,Crytek,0.06,0.03,0.0,0.02,0.12,Crytek
Wii,Nintendo,2011,Sega,0.07,0.04,0.0,0.01,0.12,High Voltage Software
GB,Nintendo,1999,Ubisoft,0.0,0.0,0.12,0.0,0.12,Other
DS,Nintendo,2008,Game Factory,0.1,0.01,0.0,0.01,0.12,Shin'en
DS,Nintendo,2009,Atari,0.11,0.0,0.0,0.01,0.12,Mistic Software
PC,Microsoft,2016,Square Enix,0.0,0.11,0.0,0.01,0.12,"Crystal Dynamics, Nixxes Software"
PSP,Sony,2010,Warner Bros. Interactive Entertainment,0.07,0.02,0.0,0.02,0.12,TT Fusion
GC,Nintendo,2003,Activision,0.09,0.02,0.0,0.0,0.12,GenePool
DS,Nintendo,2010,Activision,0.11,0.0,0.0,0.01,0.12,Activision
PSV,Sony,2016,Sega,0.01,0.0,0.1,0.0,0.12,Sega
Wii,Nintendo,2010,Crave Entertainment,0.11,0.0,0.0,0.01,0.12,Crave
Wii,Nintendo,2011,Namco Bandai Games,0.0,0.0,0.12,0.0,0.12,Other
XOne,Microsoft,2016,Activision,0.05,0.06,0.0,0.01,0.12,Bungie
X360,Microsoft,2016,Warner Bros. Interactive Entertainment,0.05,0.06,0.0,0.01,0.12,TT Games
PS,Sony,2000,Tecmo Koei,0.0,0.0,0.11,0.01,0.12,Other
XB,Microsoft,2004,Acclaim Entertainment,0.09,0.03,0.0,0.0,0.12,Acclaim
DS,Nintendo,2007,Atari,0.11,0.0,0.0,0.01,0.12,Santa Cruz Games
DS,Nintendo,2008,Atari,0.11,0.0,0.0,0.01,0.12,BIP Games
PSP,Sony,2011,Namco Bandai Games,0.0,0.0,0.12,0.0,0.12,Other
DS,Nintendo,2011,THQ,0.1,0.01,0.0,0.01,0.12,Other
XOne,Microsoft,2016,Focus Home Interactive,0.04,0.07,0.0,0.01,0.12,Giants Software
PC,Microsoft,2016,Bethesda Softworks,0.04,0.07,0.0,0.01,0.12,Arkane Studios
X360,Microsoft,2011,Activision,0.11,0.0,0.0,0.01,0.12,Firebrand Games
X360,Microsoft,2013,Ubisoft,0.03,0.08,0.0,0.01,0.12,WayForward
Wii,Nintendo,2010,Atari,0.11,0.0,0.0,0.01,0.12,Other
DS,Nintendo,2010,Activision,0.11,0.01,0.0,0.01,0.12,Other
N64,Nintendo,1999,Ubisoft,0.1,0.02,0.0,0.0,0.12,Other
N64,Nintendo,1999,Taito,0.0,0.0,0.05,0.07,0.12,Other
N64,Nintendo,2000,Acclaim Entertainment,0.11,0.01,0.0,0.0,0.12,Other
N64,Nintendo,1999,Interplay,0.1,0.02,0.0,0.0,0.12,Other
X360,Microsoft,2008,Activision Value,0.1,0.01,0.0,0.01,0.12,FUN Labs
3DS,Nintendo,2015,Atlus,0.0,0.02,0.09,0.0,0.12,Other
DS,Nintendo,2009,Gust,0.08,0.0,0.03,0.01,0.12,Gust
Wii,Nintendo,2008,Crave Entertainment,0.11,0.0,0.0,0.01,0.12,Other
DS,Nintendo,2007,THQ,0.11,0.0,0.0,0.01,0.12,Amaze Entertainment
X360,Microsoft,2006,Take-Two Interactive,0.11,0.0,0.0,0.01,0.12,2K Sports
PS2,Sony,2002,Sega,0.06,0.05,0.0,0.02,0.12,Black Box
PS3,Sony,2016,Square Enix,0.0,0.0,0.12,0.0,0.12,Other
PS2,Sony,2008,Take-Two Interactive,0.06,0.05,0.0,0.02,0.12,Take-Two Interactive
GBA,Nintendo,2005,THQ,0.09,0.03,0.0,0.0,0.12,Other
DS,Nintendo,2009,Codemasters,0.06,0.04,0.0,0.01,0.12,Firebrand Games
PSP,Sony,2011,Namco Bandai Games,0.0,0.0,0.12,0.0,0.12,Other
Wii,Nintendo,2009,Zushi Games,0.11,0.0,0.0,0.01,0.12,EM Studios
PSP,Sony,2013,Marvelous Entertainment,0.0,0.0,0.12,0.0,0.12,Other
Wii,Nintendo,2010,505 Games,0.11,0.0,0.0,0.01,0.12,Super X Studios
PSP,Sony,2010,Sony Computer Entertainment,0.08,0.02,0.0,0.02,0.12,SuperVillain Studios
PS,Sony,2000,THQ,0.07,0.05,0.0,0.01,0.12,Radical Entertainment
PS,Sony,1996,FunSoft,0.07,0.05,0.0,0.01,0.12,Other
DC,Sega,2001,Sega,0.0,0.0,0.12,0.0,0.12,Sonic Team
PS2,Sony,2003,Codemasters,0.06,0.05,0.0,0.02,0.12,Codemasters
SNES,Nintendo,1994,Banpresto,0.0,0.0,0.12,0.0,0.12,Other
DS,Nintendo,2010,Namco Bandai Games,0.0,0.0,0.12,0.0,0.12,Other
PS2,Sony,2008,Brash Entertainment,0.06,0.05,0.0,0.02,0.12,Red Tribe
X360,Microsoft,2010,Atari,0.11,0.0,0.0,0.01,0.12,Other
GBA,Nintendo,2005,Vivendi Games,0.09,0.03,0.0,0.0,0.12,Other
GBA,Nintendo,2004,Konami Digital Entertainment,0.0,0.0,0.12,0.0,0.12,Other
XOne,Microsoft,2015,Activision,0.09,0.02,0.0,0.01,0.12,Robomodo
PS2,Sony,2003,Acclaim Entertainment,0.06,0.05,0.0,0.02,0.12,Acclaim Studios Manchester
WiiU,Nintendo,2015,Nippon Ichi Software,0.08,0.02,0.01,0.01,0.12,"Prope, Kadokawa"
PS3,Sony,2016,Sega,0.0,0.0,0.12,0.0,0.12,Other
3DS,Nintendo,2011,Activision,0.08,0.03,0.0,0.01,0.12,Activision
X360,Microsoft,2009,Crave Entertainment,0.11,0.0,0.0,0.01,0.12,Farsight Studios
GBA,Nintendo,2003,Telegames,0.09,0.03,0.0,0.0,0.12,Cosmigo
PS2,Sony,2001,Konami Digital Entertainment,0.0,0.0,0.12,0.0,0.12,Other
X360,Microsoft,2016,Take-Two Interactive,0.09,0.02,0.0,0.01,0.12,2K Games
Wii,Nintendo,2009,Ubisoft,0.09,0.02,0.0,0.01,0.12,Ubisoft Vancouver
PS3,Sony,2008,Codemasters,0.07,0.03,0.0,0.02,0.12,4J Studios
PS2,Sony,2005,Konami Digital Entertainment,0.06,0.05,0.0,0.02,0.12,Other
X360,Microsoft,2010,Unknown,0.11,0.0,0.0,0.01,0.12,Seven45 Studios
Wii,Nintendo,2009,Activision,0.11,0.0,0.0,0.01,0.12,Activision
Wii,Nintendo,2009,Zoo Digital Publishing,0.11,0.0,0.0,0.01,0.12,Infinite Interactive
3DS,Nintendo,2015,Activision,0.05,0.06,0.0,0.01,0.12,Vicarious Visions
X360,Microsoft,2010,Activision,0.11,0.0,0.0,0.01,0.12,Virtuos
GBA,Nintendo,2005,Crave Entertainment,0.09,0.03,0.0,0.0,0.12,Crave
XB,Microsoft,2006,Electronic Arts,0.09,0.03,0.0,0.0,0.12,EA Tiburon
Wii,Nintendo,2012,Ubisoft,0.01,0.1,0.0,0.01,0.12,"Disney Interactive Studios, Land Ho!"
GB,Nintendo,2001,Imagineer,0.0,0.0,0.12,0.0,0.12,Other
3DS,Nintendo,2011,Hudson Soft,0.08,0.0,0.03,0.01,0.12,Hudson Soft
Wii,Nintendo,2008,Data Design Interactive,0.11,0.0,0.0,0.01,0.12,Data Design Interactive
PSP,Sony,2010,Namco Bandai Games,0.0,0.0,0.12,0.0,0.12,Other
X360,Microsoft,2011,THQ,0.07,0.04,0.0,0.01,0.12,Curious Pictures
GBA,Nintendo,2005,Midway Games,0.08,0.03,0.0,0.0,0.12,Artificial Mind and Movement
PS2,Sony,2003,Capcom,0.06,0.05,0.0,0.02,0.12,Capcom
3DS,Nintendo,2014,Namco Bandai Games,0.0,0.0,0.12,0.0,0.12,Other
GC,Nintendo,2003,Activision,0.09,0.02,0.0,0.0,0.12,Toys for Bob
PS,Sony,1998,Eidos Interactive,0.07,0.04,0.0,0.01,0.12,Other
GC,Nintendo,2002,Sega,0.09,0.02,0.0,0.0,0.12,Visual Concepts
PS4,Sony,2014,Acquire,0.08,0.0,0.01,0.02,0.12,Other
XB,Microsoft,2005,THQ,0.09,0.03,0.0,0.0,0.12,Double Fine Productions
PS3,Sony,2016,Namco Bandai Games,0.0,0.0,0.12,0.0,0.12,Other
GC,Nintendo,2002,Acclaim Entertainment,0.09,0.02,0.0,0.0,0.12,Acclaim
PSP,Sony,2013,Broccoli,0.0,0.0,0.12,0.0,0.12,Other
PS,Sony,1996,SPS,0.07,0.04,0.0,0.01,0.12,Other
PS2,Sony,2005,Playlogic Game Factory,0.06,0.05,0.0,0.02,0.12,WideScreen Games
XB,Microsoft,2003,Microsoft Game Studios,0.09,0.03,0.0,0.0,0.12,Other
PSV,Sony,2014,Konami Digital Entertainment,0.0,0.0,0.12,0.0,0.12,Other
Wii,Nintendo,2008,Zoo Digital Publishing,0.11,0.0,0.0,0.01,0.12,Zeroscale
Wii,Nintendo,2008,Namco Bandai Games,0.08,0.02,0.01,0.01,0.12,Access Games
SAT,Sega,1994,Sega,0.0,0.0,0.12,0.0,0.12,Other
PS3,Sony,2010,Deep Silver,0.08,0.02,0.0,0.02,0.12,Techland
